학수번호,교과목이름,학점,이수구분,학년,학기,설강학과,교과목개요,교육과정학과코드
GEN9239,공공언어와미디어리터러시,3,교양선택,1,1,ERICA 대학,"본 교과목은 생산자와 수용자의 관점에서 공공언어를 입체적으로 파악하고, 변화하는 정보화 시대의 추세에 맞추어 대학생들의 미디어 리터러시 능력을 향상시키는 데 목표를 둔다. 본 교과는 교정적 차원의 전략 교육을 통해 올바른 소통 방식의 활성화와 공동체성 확립, 질 높은 언어생활을 이끌어 낼 수 있도록 한다. 수업을 통해 공공언어가 갖추어야 하는 요건을 인지하고, 미디어를 통한 다양한 형태의 메시지를 능동적으로 분석하고 비판적으로 이해하며, 정보를 적절하게 활용하고 바람직한 콘텐츠를 생산할 수 있는 역량을 함양한다.
",
GEN9240,퍼스널브랜딩,3,교양선택,1,1,ERICA 대학,"온라인 플랫폼이 발달하고 개인미디어라 할 수 있는 소셜미디어의 등장으로 온라인에서의 커뮤니케이션이 점점 중요해지고 있다. 다양한 매체의 등장으로 매체별로 각기 다른 정체성을 가면처럼 바꿔쓰는 멀티 페르소나에 익숙해져 있는 현대인들은 자기 PR을 넘어 바야흐로 퍼스널 브랜딩의 시대에서 이러한 페르소나를 적절히 관리해 본인만의 브랜딩으로 구현해나가는 것이 중요하다.
따라서 본 강의에서는 브랜드와 페르소나의 개념을 바탕으로 심리학, 경영학, 광고홍보학 등 다양한 관점에서 퍼스널 브랜딩에 대한 이론적 배경을 학습하고자 한다. 나아가 브랜딩 잘하는 기업들의 전략을 적용, ‘나’라는 브랜드로 개발해 직접 퍼스널 브랜딩 채널을 개설하고 지속적으로 관리할 수 있도록 위기관리 등에 대해서도 준비하고자 한다.",
GEN9241,문학상담과글쓰기,3,교양선택,1,1,ERICA 대학,"""문학상담과 글쓰기’ 수업은 학생들이 다양한 주제의 글쓰기를 통해 자기 자신을 다면적으로 성찰할 수 있는 기회를 제공한다. 강사가 주차별 주제에 대한 간단한 촉진 강의를 한 후, 학생들은 각 주제에 맞춰서 글을 쓴다. 그리고 자신이 수업 시간 중에 쓴 글을 조별로 낭독하고, 조별 멤버들은 잘 듣고 있다가 그 글을 듣고 자신이 느낀 점을 서로 나눈다. 

문학상담에서 사용하는 피드백과 셰어링 기법의 특징은 일반적인 글쓰기 합평과 달리, 글의 잘잘못을 따지는 것이 아니며, 순수하게 그 글을 접했을 때의 자신의 느낌과 그로 인해 떠오르는 또 다른 자신의 이야기들을 나누는 것이다. 

이 수업을 통해 학생들은 자신의 삶을 사랑하고, 자기 자신과 타인의 존재에 감사하게 되며, 몰랐던 자신의 가능성과 잠재력을 발견하는 시간을 갖게 될 것이다. ",
GEN9245,창의성계발과창의융합인재되기,3,교양선택,1,1,ERICA 대학,"평생교육의 시대, 4차 산업혁명, AI 인공지능, 디지털 리터러시, Chat GPT 등의 과학 기술의 발전과 빠른 사회 변화 속에서 필요한 인재상으로는 창의융합역량을 갖춘 인재이다. 인간의 기본 심리와 교육심리학의 영역의 인지적 측면에서의 창의성을 다룬다. 창의융합역량이란 창의역량, 자기주도학습역량, 창의적 리더십을 갖추고 학제 간 융합 속에서 창의적 기법을 적용하여 산출물을 만들어 내는 것이다. 교육심리학의 측면에서의 인간의 인지적, 정의적 특성을 이해하여, 창의역량, 자기주도학습역량, 창의적 리더십에 대한 이해를 도모하여 창의적 산출물을 발현하고자 한다. 본 강좌를 수강한 후 학습자는 자신의 역량, 창의성을 발견하고, 인간의 심리적 측면에서의 창의성에 대한 올바른 이해를 토대로 창의적인 아이디어를 발산하고, 창의적 리더십을 갖추는 글로벌 리더로서 역량을 갖추게 될 것이다. ",
GEN9246,초보자를위한인공지능활용,3,교양선택,1,1,ERICA 대학,"기초적인 인공지능 정의과 원리를 설명하고 음성, 이미지, 영상등 다양한 데이터를 기반으로 데이터를 분류하고 인공지능을 학습시킴으로서 인공지능 시스템의 원리를 이해하고 이를 활용할 수 있는 다양한 인공지능 프로젝트를 직접 구현하여 문제해결력, 창의력, 응용력등을 배양한다. ",
GEN9248,건강관리를위한식이조절과운동,3,교양선택,1,1,ERICA 대학,"지난 5년 동안 우리나라 비만 인구비율은 해마다 3%씩 증가하여 이제는 성인 서너 사람 중에 한 사람은 비만이 되었고, 코로나19 이후 과체중 및 비만 학생 비율은 급속히 더 늘어나고 있다. 특히, 20대 여성 고혈압은 61.8% 증가했으며 20대 남성 고혈압은 40.5% 상승한 것으로 나타나 식이조절과 운동의 필요성이 제기되고 건강관리가 중요한 사회적 이슈가 되고 있다.
본 수업은 SDGs의 17개 목표 중‘건강과 웰빙’의 건강한 삶과 웰빙의 장려 차원에서 건강관리를 주 목적으로 진행되는 교양수업이다. 구체적으로 과체중 및 저체중 학생을 대상으로 건강한 신체를 유지하기 위한 방법을 모색하고 올바른 식이조절과 운동방법을 통해 대학생의 삶의 질을 높일 수 있을 것을 기대한다. ",
GEN9249,14가지질문으로시작하는교양통신네트워크이야기,3,교양선택,1,1,ERICA 대학,"인터넷, 센서 부품, 네트워크 장비의 발달로 인간들 간의 소통의 범위와 속도뿐만 아니라 인지 범위까지 급격히 확대되고 있다. 본 교과목에서는 현대인들의 사고와 성장, 생활 형태를 결정짓는 통신 및 통신네트워크(이하 통신/네트워크)에 대한 여러 요소들을 비전공자의 관점에서 살펴보면서 통신/네트워크의 발전이 인간 생활에 어떤 영향을 끼치며, 안전하고 행복한 사회를 구성하기 위해 통신/네트워크는 어떻게 이용되고 있으며 어떻게 발전되어야 하는 지를 함께 고민해 본다. 교과목의 전반부에서는 주로 통신/네트워크의 구조와, 동작과 설계 원리, 성능 한계에 대한 개념들을 소개하고, 후반부에서는 통신/네트워크가 필수적인 기업들의 비즈니스 모형, 안전한 사회 구축을 위한 통신/네트워크의 이용 사례, 미래 통신/네트워크에 대한 고민을 함께 살펴본다. 매주차별 강의는 통신/네트워크에 관해 가질 수 있는 보통의 열네가지 질문에서 시작하여 전자컴퓨터공학전공자들이 아니라도 직관적인 해답에 도달할 수 있도록 구성되며, 해답은 1차적이고 즉각적인 답과 보다 심도 있게 토론되는 2차적인 답이 함께 제시된다.",
GEN9252,수와무한,3,교양선택,1,1,ERICA 대학,"이 수업의 목표는 수학의 기초 개념과 기본적 논리구조를 통하여 수학적 사고를 발전시키는데 있다. 이는 학생들에게 수학적 진리의 이해도와 수학적 사실을 증명 하는 기술을 향상 시키는데 도움이 될 것이다. 주요 논제로는 명제논리, 술어논리, 페아노의 자연수 공리, 실수의 비가산성, 귀류법 증명, 수학적 귀납법 등이다.",
GEN9253,SDGs와ESG로보는지역사회,3,교양선택,1,1,ERICA 대학,"2015년 UN에서 발표한 지속가능발전목표 SDGs와 글로벌 경영 트랜드인 ESG를 이해하고, 그 관점에서 지역사회(안산시)의 현안을 살펴본다.

*지속가능발전목표(SDGs)는 '지속가능한 지구의 발전'을 위한 국제적인 약속으로 '지속가능한 경제성장, 포용적 사회 및 기후환경위기 극복'을 추구함으로써 현재 세대는 물론 미래 세대가 보다 나은 삶을 누실 수 있도록  하고자 함.
* ESG는 지속가능한 지구를 위해 기업이 비재무적인 요소인 Environment(환경), Social(사회), Governance(지배구조) 요소를 함께 고려해야 함을 강조하고 있으며, 전 세계적으로 기업간, 기업내 ESG의 중요성이 높아지고 있음. ",
GEN9254,인간심리와평생학습,3,교양선택,1,1,ERICA 대학,"4차 산업혁명 시대에 요구되는 평생학습의 필요성을 인식하고, 평생교육에 대한 이해를 증진하기 위하여 인간의 기본 심리와 교육심리학의 영역을 다룬다. 교육심리학은 심리학에서 검증된 제 이론을 교육의 현장에 적용하는데 초점을 두고, 교수학습의 효율성을 높이기 위해 학습자에 대한 심리적 특성 및 행동의 변화를 심리학적으로 탐구하는 학문이다.또한, 학습자의 이해(인지발달, 성격, 도덕성, 동기), 학습에 대한 이해(행동주의, 인지주의 학습), 수업에 대한 이해(교수이론, 효과적인 교수법), 생활지도와 정신건강에 대한 이해(생활지도, 상담, 정신건강), 학업평가에 대한 이해(평가유형, 평가도구) 영역에서 이론체계를 확립하고 실제 교실에서 효과적으로 적용할 수 있는 실천적 학문이라고 할 수 있다. 본 수업에서는 평생학습사회에서 인간의 심리, 교육심리학, 전생애적 발달이론 등의 이론에 대한 학습 및 토론을 통하여 교육의 패러다임을 탐구한다. ",
GEN9255,ResidentialCollege리더십특강,3,교양선택,1,1,ERICA 대학,"- 여러 분야에서 훌륭한 리더십으로 학계, 산업계를 이끌어가고 있는 전문가로부터 그들의 지식과 경험을 소개함으로써 학생들의 리더십 향상에 기여함.
- 최근 사회에서 요구되는 리더십과 관련된 핵심 개념과 노하우를 제공함.
- 골프를 통해 학생 개개인의 피지컬 트레이닝과 스포츠 역량 개발을 통해 육체적, 정신적인 건강을 증진시키며, 다양한 커뮤니케이션 및 관계형성의 중요성을 학습 함.
- 학생들의 리더십 함양 및 전문 지식을 제공하여 미래의 리더로서 필요한 능력 향상을 목표로 함.",
GEN9256,기업의신상품기획실무1,3,교양선택,1,1,ERICA 대학,"1. 트렌드에 대한 이해를 기반으로 새로운 상품기획을 한다
2. 기업에서 실무적으로 진행되는 상품기획에 대해서 이해한다",
GEN9257,지속가능사회를위한ESG,3,교양선택,1,1,ERICA 대학,"급격한 기후변화, 계속되는 전염병의 위협을 계기로 경영을 비롯한 사회활동의 지속가능성에 대한 관심이 극대화 되었다. 
전 인류가 세대를 거쳐 오래도록 함께 살아갈 수 있는 ‘지속가능사회’를 위한 지속가능발전목표(SDGs)에 대한 글로벌 합의 이후, 최근 ESG가 기업을 중심으로 시작됐지만 현재는 기업을 넘어 정부, 공공기관, NGO와 교육기관 등 사회 전체영역으로 확산되었다. 글로벌 시민의식을 갖춘 ESG 역량 및 전문성에 대한 기업의 인재수요 증가가 높아졌다. 

본 강좌에서는 ESG 활동의 현황과 사례에 대해 학습하고, 학생 스스로 사회 각 분야에서 실행할 수 있는 ESG전략에 대한 프로젝트를 진행하고, 산업계 전문가가 직접 멘토링하는 과정을 통해 ESG 관련 문제를 인식하고 해결하는 능력을 배양하고자 한다.",
GEN9258,과거로미래를보다:우리가달에가는방법,3,교양선택,1,1,ERICA 대학,"본 강의는 공학, 물리학, 역사의 측면에서 달 탐사에 초점을 맞춘 우주개발과 관련된 내용을 배우는 강의로, 과거 미국의 아폴로 우주선 프로젝트를 중심으로 하여 우주공학의 기술적 도전과 물리적 원리, 그리고 이에 수반된 역사적 의의를 다룬다. 이 강의의 주요 목표는 학생들이 아폴로 우주선을 통해 우주개발의 역사적 경과, 기술적 도전, 그리고 이로 인한 과학적 성취를 깊이 있게 이해하는 데 있다. 특히 본 강의는 다양한 공학과 물리학의 주제를 포함하며, 우주개발의 과거부터 현재까지의 동향을 살펴보고, 미래의 우주 개발에 대한 통찰력을 가지는 것을 목표로 한다. 주요 주제로는 우주개발의 역사와 동기로, 우주 개발의 원천과 과거 프로젝트의 성과 및 도전적인 과제에 대한 이해를 다룬다. 또한 아폴로 우주선의 기술적 특징과 설계에 대한 내용으로, 주요 기술적 특징과 과학적 목표, 그리고 이에 수반된 설계 및 개발의 원리를 살펴본다. 마지막으로 아폴로 우주선의 발사와 달 착륙에 관한 것을 구체적으로 학습하여, 발사 과정과 달로의 도전적인 착륙, 그리고 달 표면 착륙의 의미와 과학적 성과를 다룹니다. 더불어 현대 우주개발의 동향과 미래 전망에 대해 다루어, 현대 연구 및 개발 동향과 미래의 우주 탐사 및 개발 방향에 대한 전망을 살펴본다.",
